Class,Method,URI,Host-Header,Host,Connection,Accept,Accept-Charset,Accept-Language,Cache-control,Cookie,Pragma,User-Agent,Content-Length,Content-Type,POST-Data,GET-Query
Valid,GET,/tienda1/imagenes/3.gif,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=282B1307B44A9DA088538CDEF3502D68,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,GET,/tienda1/publico/vaciar.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=2FC2D9C588C0B378DA0A248BC8A25549,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,GET,/tienda1/publico/registro.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=D5109907097E6BE4A200B5831132A38E,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,GET,/tienda1/global/menum.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=EA414B3E327DED6875848530C864BD8F,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,GET,/tienda1/miembros/fotos.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=A15C455F6694EE2D76B0272352D22BD1,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,GET,/tienda1/miembros/imagenes/zarauz.jpg,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=D2524CB737334940A5E71927C6135FCC,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,GET,/tienda1/miembros/salir.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=8D023354B1F3CF27C1CF0F871ECB04BC,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),93.56814208452846,,,
Valid,GET,/tienda1/miembros/fotos.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=356781198225A8E5FF2108FB8A9DC35D,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,GET,/tienda1/publico/anadir.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=A5FD8DFE8888DDAF5B406A30E5E52425,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),114.93038015530637,,,modo=entrar&login=rybczyns&pwd=0ub5e243217a&remember=on&B1=Entrar
Valid,POST,/tienda1/global/estilos.css,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=1773B3AC8B77803E6406F12C8959122E,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,B2=Vaciar+carrito,
Valid,GET,/tienda1/publico/caracteristicas.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=E857CE7635FD6BCF486BE2C78890F096,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,id=1,
Valid,GET,/tienda1/publico/registro.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=495EA7C8176541FF535F379B304A9315,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,GET,/tienda1/imagenes/2.gif,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=1CA6B3A1325F7600008B793B8EAF601A,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,GET,/tienda1/publico/vaciar.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=5A60F6464FE8CF9A104445BFB1F40742,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,GET,/tienda1/miembros/editar.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=F449B5DB322BC198C89D47367AD7B954,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,GET,/tienda1/imagenes/nuestratierra.jpg,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=1AC189B26A908F4DCBA7C1769D9EB896,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,GET,/tienda1/miembros/salir.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=A15C455F6694EE2D76B0272352D22BD1,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,GET,/tienda1/miembros/editar.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=5403E997731B99205ED7397F45CCA010,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,GET,/tienda1/imagenes/nuestratierra.jpg,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=7CC86C4BCEEDA5689715D0A81A61FB1E,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),139.13943816685557,,,
Valid,GET,/tienda1/global/creditos.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=B5F30B87205DAFEB3C43AED01BD1D342,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),4.0,,id=2,
Valid,GET,/tienda1/miembros/fotos.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=1CFF505E116AADEBA57C1ECC2F096F51,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),121.696649974233,,,
Valid,GET,/tienda1/miembros/fotos.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=EA414B3E327DED6875848530C864BD8F,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,GET,/tienda1/miembros/imagenes/ogono.jpg,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=0EDFE0A78793B79D8E199ECD5D061579,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),202.84609052177518,,,
Valid,GET,/tienda1/publico/vaciar.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=6CC7E8386F5E0B7AC99573DF5C49E76F,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),65.38426820366792,,,id=1
Valid,GET,/tienda1/publico/autenticar.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=62F3B81B62FB4A3E850506BAD9283D21,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,GET,/tienda1/publico/entrar.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=B06810D4D31BA405EBCC077E7E1B3339,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,GET,/tienda1/imagenes/2.gif,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=3A55F5487C6DB0B81495FC3028AF0676,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,GET,/tienda1/miembros/editar.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=A15C455F6694EE2D76B0272352D22BD1,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,modo=registro&login=reeves&password=avellaneda&nombre=Ciriaco&apellidos=Ir%EDzar&email=sannachan-nokes%40itrends.af&dni=59764632Y&direccion=Calle+Algeciras%2C+150+&ciudad=Sah%FAn&cp=07182&provincia=La+Rioja&ntc=9153186137733065&B1=Registrar
Valid,GET,/tienda1/global/estilos.css,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=A15C455F6694EE2D76B0272352D22BD1,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,POST,/tienda1/global/menum.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=3BC4AF5587C250B6D5B2BB123BA58C48,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,GET,/tienda1/miembros/editar.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=C5CAFBFCFD48E4725477FC8C6FEE5AE1,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,errorMsg=Credenciales+incorrectas,
Valid,POST,/tienda1/publico/anadir.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=EF33110A85542D978E9B3F52766F137E,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,GET,/tienda1/miembros/editar.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=8E6446E33178CBE50A5413E893578A1A,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,GET,/tienda1/publico/productos.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=FA21BA64441A9F4683BB394B79339AE9,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,GET,/tienda1/miembros/fotos.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=3E40C5C7E5DDD8CA594EECBF4DA7CD80,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,GET,/tienda1/index.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=8E6446E33178CBE50A5413E893578A1A,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,application/x-www-form-urlencoded,,
Valid,GET,/tienda1/miembros/index.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=6CAB476098B47950011D4D0F92411C7D,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,GET,/tienda1/global/titulo.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=63C4CCDDACADC7BAA1BB23C24A941F81,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,GET,/tienda1/miembros/editar.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=A15C455F6694EE2D76B0272352D22BD1,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,GET,/tienda1/publico/pagar.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=8757E7A591EBDD24B6890496C5097373,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,modo=entrar&login=zorana8&pwd=a0a%F1adora&remember=on&B1=Entrar,
Valid,GET,/tienda1/global/menum.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=7A7E7D7DD19B91CFDDD2ED8D5ECD3CCC,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),93.7964924790723,,,
Valid,GET,/tienda1/global/estilos.css,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=1728320B6707128211856EF708631C07,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,POST,/tienda1/miembros/salir.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=B9D7E239D37B6CF03A473969FEFBCCD4,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,GET,/tienda1/publico/carrito.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=5403E997731B99205ED7397F45CCA010,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,GET,/tienda1/miembros/fotos.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=07ABADEEE819A695EF842BB039ED9DBA,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,GET,/tienda1/imagenes/cmenbul.gif,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=C03BD28087CEA3124BF6E70D21A16990,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),90.71729058530292,,,
Valid,GET,/tienda1/miembros/editar.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=207D1183176BE97012EDF4A200B54F93,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),49.87696803044384,,,
Valid,GET,/tienda1/miembros/salir.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=901C80EA5C8D3888B803E1DAEF615355,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,GET,/tienda1/miembros/editar.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=8B87BE9F7DDA55ACF60CF0106AC2B770,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,GET,/tienda1/publico/miembros.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=12929A0FC83BC911797997C444EA7D2F,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,GET,/tienda1/imagenes/nuestratierra.jpg,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=1BFC8895230F8F079B7BE6A4F8422DFD,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,POST,/tienda1/publico/registro.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=85F6BA33AC2252AD5F944F06221DA7CE,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,application/x-www-form-urlencoded,id=1,
Valid,GET,/tienda1/publico/entrar.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=CC48D1AEC540889BC6A2D21D3751F284,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,POST,/tienda1/miembros/imagenes/castro.jpg,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=D959C5215BA6921C4C0A09593FBA5D8B,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,GET,/tienda1/miembros/imagenes/zarauz.jpg,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=EE2428A077F080950494736A62D27900,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),68.45252586735177,,,
Valid,GET,/tienda1/miembros/imagenes/ogono.jpg,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=88FE08D3F492EBB49646DB0740549B97,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),12.1727291445102,,,
Valid,POST,/tienda1/miembros/editar.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=EA414B3E327DED6875848530C864BD8F,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,modo=insertar&precio=6505&B1=Pasar+por+caja,
Valid,GET,/tienda1/global/menum.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=EBED642911BFB63613D715C9065BC00A,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),62.76256290193791,,,
Valid,GET,/tienda1/global/creditos.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=2B7D9B82512FABA4499526BAA5F4AB65,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),61.78364483456562,,,
Valid,GET,/tienda1/publico/anadir.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=88231F2D0A9E5DDA8BEDA9ACB0CE9CF2,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),73.47235372254497,,,
Valid,GET,/tienda1/miembros/index.jsp,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=1CA6B3A1325F7600008B793B8EAF601A,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
Valid,GET,/tienda1/miembros/imagenes/zarauz.jpg,HTTP/1.1,localhost:8080,close,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5",en,no-cache,JSESSIONID=8CCB71722A6ACB48D5F663FE468C7FA6,no-cache,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),,,,
